,usename,count
13047,Tmuhammadtaupik,1
13048,MGurunagara,1
13049,adam56583,1
13050,arip663,1
13051,chalaslin08,1
13052,Siska900,4
13053,heymaygat,1
13054,Farahasan11,1
13055,Cececanbanget,3
13056,MalamIndah16,2
13057,zuufibee,1
13058,Natika_678,1
13059,GarinNababa,1
13060,Sheilaon31,1
13061,Suarahati123123,3
13062,OzyHansen,1
13063,erwinhartawan44,1
13064,papa_mindo,3
13065,prrasty,1
13066,liyaliyud,1
13067,edsaputra8,1
13068,Omrony16,1
13069,Someone5065,1
13070,deoaditama,1
13071,Nurmala858,2
13072,egiraya,1
13073,sjungq22,1
13074,guegebug,1
13075,Renatha09460168,1
13076,abcdellll__,1
13077,galangfer5,3
13078,Alisyacntkaptr,1
13079,Paffy76655985,1
13080,Rismaa202,3
13081,juniarni_riza,1
13082,AbiAtha12,1
13083,malkisxt,1
13084,Bungarifa2,3
13085,bibuoyen,2
13086,wyndrmynti,2
13087,Yudi_Soleh_P,1
13088,nguripi,1
13089,BetaPhi9,3
13090,cebon666,1
13091,JombloHardrock,1
13092,AeldaAprilicia,1
13093,zaharoh3,5
13094,jokercute_,4
13095,jatengtodaycom,5
13096,ToniHar63,1
13097,Endah_enen,2
13098,kataNusantara,1
13099,webfluidrex,1
13100,saidiman,2
13101,FeradhiaTika,1
13102,man_ucup60009,1
13103,setiadjit,6
13104,AjiPurwiantoro6,1
13105,manusia80733752,1
13106,Disinikrik_krik,1
13107,herman5123,1
13108,afrisanbn,1
13109,bangnapis,1
13110,FajarMoenir,1
13111,SeruniPuspaAlam,6
13112,aaancliquers,1
13113,militannkri01,2
13114,Pratama_Andy_,1
13115,AsepDharmansya1,1
13116,Jacson46610190,1
13117,OnesWansuk4,1
13118,Dhidot44872621,1
13119,mediapkbjombang,2
13120,crosshipster,1
13121,Edy_yb3,1
13122,FadhliHarahab,1
13123,GPforpresiden,26
13124,kerjabarengGP,29
13125,GPpresidenku,62
13126,raquelcorreaa,33
13127,fabiolaalmeidah,8
13128,Bruno_SouFoda,8
13129,_AllaanziinhuuU,11
13130,tneventos,9
13131,Tataahchoocks,8
13132,manu_wiecked,13
13133,kahenalaysa,15
13134,Dalidalyoxo,1
13135,MNuck2,1
13136,RokhanaSti,3
13137,Fransis88695069,12
13138,tutitumiwa,1
13139,Roro1217747372,1
13140,rikasa_com,1
13141,Leon1119577263,1
13142,naga1759744391,2
13143,littlegurl01x,5
13144,appleofureyex,4
13145,kttalk12,1
13146,Natalia30866,1
13147,AnakSD36082833,1
13148,Nirwana20687822,1
13149,ynnaare,1
13150,fiza74384086,1
13151,karshowno92,2
13152,Srireze26676055,1
13153,akukamudancuaca,2
13154,ioditeapnea440,1
13155,RikaMelinda67,1
13156,rxinsoo,2
13157,sasnowohari,1
13158,syamsirfirdaus,1
13159,izilomen,2
13160,RajaHasibu4n,1
13161,Sriharmini12,1
13162,Andreprdn01,5
13163,hallopurwasuka,4
13164,pranaladotco,3
13165,beritakanid2,1
13166,Menik831,1
13167,David60598975,1
13168,El4ng7ogj4,2
13169,johnnybom69,1
13170,EdLoudy,2
13171,Ma_vwxyz,2
13172,_ikhwanyan,2
13173,ZZheevau,1
13174,kholidmuhammad,2
13175,ihsanbassirotun,1
13176,mydiaryfa06,1
13177,TataningSubhaga,1
13178,endang_nz,2
13179,SahabatNKR1,4
13180,hilmyadm,1
13181,_ragamnusantara,1
13182,9mommyfox,5
13183,baret_nusantara,3
13184,tweetspiring,1
13185,Ardiwardiman21,1
13186,MulyadiPnd,1
13187,Alam_bicara,2
13188,Pencari_Rezeki,1
13189,Rusliad81564676,2
13190,AlamTimur3,1
13191,HaqAbdulGani,1
13192,macesonyaa,9
13193,BeritaSubang_PR,4
13194,Yayangaja7,1
13195,BogorHDnews,1
13196,aldi_fall,1
13197,yush_abubakar,1
13198,djohari_bayu,1
13199,Rep_nusantara,1
13200,Trahbuthex007,1
13201,okinmediaid,3
13202,TegarDPD,1
13203,JoinJokowiLagi,1
13204,P_NurWahono,5
13205,Fayalet,1
13206,bebiboosoo,1
13207,noviburhan3,1
13208,Ardiansyhn,1
13209,cj799701841,1
13210,warriorReborn1,1
13211,Irfan83142812,1
13212,Indones02644442,1
13213,JR_Invinity88,2
13214,PapuaWahananews,2
13215,hotbertpurba,2
13216,EnalAdaran,1
13217,AgungWi23086353,1
13218,Andiruryy,1
13219,tomnelone,1
13220,orlandoramlee,1
13221,supratb9wo,1
13222,bonar7145,4
13223,FloraaTiara,1
13224,pelitakininews,15
13225,fansnyaceuntat,1
13226,mikahakim3,1
13227,RatnaDewi_96,1
13228,ahmad11soele,1
13229,rochmanalex3,2
13230,Junotics,1
13231,valent_17845,2
13232,Herisan58341902,1
13233,zr0n,1
13234,SandraupaTA,1
13235,AlanSuhanda,1
13236,reylando,1
13237,BHamah1,1
13238,iyanislan,1
13239,Elantowijaya,1
13240,wajahpenguasa,3
13241,hoirilanam41,1
13242,pkb_pabardaya,2
13243,Remahan06761361,1
13244,yumnanisrina_,1
13245,mimbarbangsaid,1
13246,MonitorRiau,1
13247,Aguscah88555821,1
13248,PMBANJARNAHOR,1
13249,RFauzy5,6
13250,hazelchoco12,1
13251,r8eous,1
13252,PkbSimalungun,1
13253,BeritajatengNet,6
13254,pkbjawatengah,2
13255,pgri_yo,2
13256,pramudo,1
13257,herninter_na,1
13258,Borhas123,2
13259,elektronewscom,2
13260,BerhadiahPulpen,1
13261,abbccc_12,1
13262,Sasakisan219,1
13263,Gunawan63404852,1
13264,jibrilisme,5
13265,yudasukama,2
13266,roniimran1988,2
13267,az_kmar12,1
13268,injunoona,1
13269,caliefb1,1
13270,violetsitohang,1
13271,jihoish,1
13272,Rumielrum,2
13273,yudidam4r,4
13274,Gerindra_Toli,1
13275,freynala,1
13276,richard_tram,2
13277,SachetKopii,2
13278,LengTaiWong11,1
13279,madinaposcom,1
13280,Bogordaily_net,1
13281,koko_schokos,1
13282,S4N_WB2,1
13283,wdtu,1
13284,FirdaSyeban,2
13285,ramboetz,2
13286,NabilChokeslam,3
13287,JawaGrd,2
13288,AMT_Sumbar,3
13289,AMTKaltim,1
13290,AMT_MalukuUtara,2
13291,AMT_PapuaBarat,1
13292,kabar_sulbar,1
13293,AMT_Kepri,1
13294,SSCKalsel,1
13295,ibp_kepri,1
13296,AMT_Kalsel,1
13297,ss__sumbar,2
13298,gempitasemarang,1
13299,BuletinTV3,1
13300,fransiooctavian,1
13301,Yanuar_Prastyo,1
13302,DPN_GEMASABA,1
13303,sam_arifin19,1
13304,PurwakartaPKB,1
13305,icem3lon,1
13306,MasYaiUmar,4
13307,AhmadSyahrudi10,1
13308,lendootcom,1
13309,pabrela_k,1
13310,pkb_buruselatan,1
13311,ari_was,5
13312,warta_tangerang,2
13313,Cakjero,1
13314,Alhamdulillahm7,1
13315,rwindocom,2
13316,im_ishak,3
13317,IwanCeper12,1
13318,buntaleza,3
13319,NgediSh,1
13320,Berita_Utama1,2
13321,pkbkotmojokerto,2
13322,PejuangNusanta8,3
13323,TotokUtomo2,1
13324,haehae99_,1
13325,Stephan6635950,1
13326,pkb_makassar,1
13327,IdMenit,2
13328,Mitapriwank,1
13329,Ras_Ngapak,10
13330,MarlanMoro,1
13331,JesicaRahmadina,15
13332,masmusmjk,1
13333,AriBudi65,1
13334,ee_so_ra,1
13335,Redokuwol,1
13336,Alonesiacom,3
13337,ackermaansss,1
13338,bangjorbut,1
13339,AgusArianto958,1
13340,Pekadotco,1
13341,FeriPurwo,1
13342,news_site_,1
13343,huffIepuffgirl,1
13344,LerengSemar,1
13345,PrabuNusantar13,1
13346,Leng_Tangan,1
13347,kadir_hatta,1
13348,RizkyAP_Hrp,4
13349,prabaguuung,1
13350,PutroJoyo18,1
13351,kiyaananda,9
13352,Gorajuara,12
13353,lia_p1,1
13354,Dejapen1,1
13355,alddyie_RM,1
13356,azzameldzikrie,1
13357,misabanten1,5
13358,Dahnilanzar,2
13359,P3mdPati,1
13360,klanceng_tawon,3
13361,southeastasia4u,2
13362,powerangerpink7,1
13363,brokerpio,1
13364,zakeann,1
13365,jongsus123,1
13366,BillySonara_,1
13367,Anomdipoetro1,1
13368,anwar_sholihin,1
13369,En_Batawie15,2
13370,mathiasdjawa11,2
13371,khofifah4jatim,6
13372,PoserSays_,1
13373,gowest_id,2
13374,sihalohoisme,1
13375,YaniFakhrudin,1
13376,AbalSbal,1
13377,aprs_,1
13378,Kenzu_001,1
13379,JurnalSumbar,3
13380,ghifaripahlavi,1
13381,BaharaJati,1
13382,aksesjambi,1
13383,trinugroho162,3
13384,kabarbaik_site,1
13385,SLAMETR75852747,1
13386,rioantony711,3
13387,discodust21,1
13388,selow_mas,1
13389,rifqitaufik23,1
13390,ANTARAJatim_,1
13391,NCLYS,1
13392,Ponggolwatu,3
13393,oifal,1
13394,harismaulanaaku,1
13395,ilamrezza,1
13396,idn_channel,1
13397,firmanugraheni,1
13398,SDamayantik,1
13399,playen321,5
13400,Aseven_ID,2
13401,SabunganP,1
13402,AgusAgu00819551,3
13403,super_ega99,4
13404,HerryNuryadi1,1
13405,anakny_kuntring,1
13406,kristiantonaku,1
13407,radiopasif,1
13408,anakpalingkuat,1
13409,tarungnews2,1
13410,polsek_regol,1
13411,NTMC_Info,1
13412,ariitataa,1
13413,AgusSaptono,1
13414,lajupanturacom,4
13415,FaktaBerita6,1
13416,HumasPolsek03,1
13417,PolsekKidul,1
13418,wartabangka,1
13419,PolsekCangkuang,1
13420,ResImyu,1
13421,ediwahyu053,1
13422,InonkIskandar88,1
13423,Hazelnutss__,1
13424,FBINEWS_6,1
13425,NewMitrapol,1
13426,yellownews_,2
13427,ZonaInfo6,1
13428,id_rubrika,3
13429,KheirHaris,1
13430,MMamin98250444,1
13431,ai_abdulazis,1
13432,ibpmoloku,2
13433,swarakonsumeni2,1
13434,pahlevi0883,1
13435,pollingaman,1
13436,Iwan_Sugli,1
13437,gary_tambunan,3
13438,tea_awing,3
13439,XinwenMetroTV,1
13440,tono2wae,1
13441,PetaniDs,1
13442,djabar_pos,1
13443,humaspoldajbr,1
13444,Warno05645169,1
13445,kuntoadji,3
13446,DI_062,2
13447,HariYon20996936,1
13448,elzaindra,3
13449,desa_wanguk,1
13450,BISTOK_81,1
13451,Dhara_Pos,1
13452,jayjaerudin,1
13453,Agus_Rambo0907,1
13454,Ox_lappet,1
13455,auroraxxu5,1
13456,alsa5093,1
13457,callmelunna__0,2
13458,adibaa65,1
13459,KaneshaGuiney12,1
13460,Yeochin77899947,1
13461,sekarr113,1
13462,Kamalud5113,1
13463,Eris_ka26,1
13464,mmhiroh1,1
13465,lowitasari,1
13466,Ningsih002n,1
13467,hpqmwwh,2
13468,omahmammi,1
13469,milkuaztt,1
13470,ciengepoin,1
13471,Trimukidi,2
13472,Diraaa34,2
13473,Wiloso1212,2
13474,Wulan09900,1
13475,Jaja00990099,1
13476,renzilaluna,1
13477,poloxmama,1
13478,Bento0250,1
13479,Salma8872,5
13480,yhgtjdhlh,1
13481,noe_siskae,1
13482,taehyun56436915,1
13483,aramun15,1
13484,shouttttoyoo,3
13485,deiyanitt,2
13486,LailiNevi,3
13487,mahass34,2
13488,rusingnian,2
13489,jihaenjuli,3
13490,Dimaswelehweleh,2
13491,redpollar,1
13492,Ahmadnug123,2
13493,AdityaFarel13,1
13494,AuraSal68556289,3
13495,SiallangS,3
13496,YopiGarisKeras,1
13497,PakuJajar9,1
13498,baladewa1982,1
13499,3D1_51R3G4R_7,10
13500,sarahzahra23,2
13501,DemokratProbo1,1
13502,adi2576,1
13503,clarissaclaine,1
13504,WanIshakTahir,3
13505,asrunmartin84,1
13506,bonarmarpaung82,1
13507,husaini_za,2
13508,Jhonata18656531,2
13509,gmp_papuabarat,1
13510,jangkarpoin24,1
13511,napnipnop,4
13512,KurbiWene,1
13513,briannezyy,1
13514,petta_kapitan,1
13515,delikgroup,5
13516,beritajonegoro,1
13517,AmperaRampes,2
13518,mulfti,1
13519,seftia_13,1
13520,Odie_Zain,1
13521,INDRAIRAWAN29,2
13522,YusufGBastiann,1
13523,besarhael,1
13524,tiredalreado,1
13525,abdullahjati20,3
13526,ediedot108,7
13527,onebee_id,1
13528,alfiwibowosukel,1
13529,JojoBetako,2
13530,OfficialNayak13,1
13531,Muhamma97661646,1
13532,equator_tv,1
13533,sbanshori,1
13534,Iswara689,1
13535,bangarmangrez,1
13536,insandhaif1704,4
13537,Didi_BMS,1
13538,danu_budiyono,4
13539,CannelKreator,5
13540,BakomstraJabar,1
13541,demokrat_jabar,1
13542,Mansur33377904,7
13543,MaiyaManik,1
13544,mohfarid1208,1
13545,Azlasy,4
13546,Rakha_boumi,1
13547,AlwinM12,1
13548,FerryTarigan02,1
13549,d_alienz,1
13550,hudakalimullah,11
13551,PkbNganjuk,1
13552,fafandry,1
13553,frontalzx,1
13554,99dotco_ID,2
13555,SulaimanMarbun,3
13556,adendidi58,1
13557,EkoGesto,2
13558,Tandri81453595,4
13559,Jenni12___,1
13560,ibaslah,1
13561,posjakut,1
13562,SarjonoPKB,2
13563,batangubii_,1
13564,Umar35608626,1
13565,fuadbahari96,2
13566,Zainal_Skom,2
13567,YanuarPrihatin1,2
13568,fedhoef,1
13569,bangtop1235,1
13570,SPPublik,1
13571,brosamsulae,1
13572,Firmansyahlepi,4
13573,Santo09054972,5
13574,EnableNick,1
13575,gen1031fmsby,1
13576,AdijayaSarlan,1
13577,kotafm_bjn,1
13578,sukabumiNewsnet,1
13579,arthainamuda,1
13580,DTar169,5
13581,Pilarparlemen,1
13582,f_riddle,1
13583,njeplak_disik,1
13584,7Braders,1
13585,set42508397,1
13586,sojyns,1
13587,fattyadi,1
13588,SamsulAkmal8,2
13589,hugeduckk,1
13590,senopram0222,1
13591,JatimPost,5
13592,pld_dedy,1
13593,Raharjo14693464,1
13594,GolkarUtara,1
13595,poeankelana,1
13596,woqie2,1
13597,bernadethsacop1,1
13598,matamera2,1
13599,Dj_Bams74,1
13600,dearnoto,2
13601,idhamarsyadNow,22
13602,AMaslachah,2
13603,Senjaka72819887,2
13604,MPICommunity,1
13605,RivqyHalim,1
13606,ach_luthfi,2
13607,coffeeholiquerz,1
13608,kamekpalala,2
13609,mujahidin_aji,1
13610,KlikersI,1
13611,AdiSwand2605,6
13612,tribun_riau,10
13613,Tinta_Warta,1
13614,ahmadzainul,1
13615,mamora_dr,15
13616,ZONAONLINENET1,1
13617,MuchammadMuch19,1
13618,Murtodo68,1
13619,Dihandri1,2
13620,PutraPujangga91,1
13621,aridwan05,1
13622,mat_kecap,1
13623,sanditunggal_,1
13624,Rovi_Suhendro,1
13625,joni_jovi,2
13626,mulyaditawik,2
13627,situsmedia,2
13628,Alphonsus_Endro,1
13629,yoesoefay,1
13630,taput60dtk,1
13631,lia_aja,1
13632,BambangKusaini2,2
13633,RaqhuelH,1
13634,DBT2682,2
13635,DarmaSiregar8,1
13636,Rumbunisme,1
13637,Imamjajuli12,1
13638,beritariaucom,2
13639,nazaeminie,1
13640,kii_fiki,1
13641,seringgalauuu,1
13642,WillySurpiyono,1
13643,cutekcip,1
13644,NikyAntiNyamuk,1
13645,SuporterCampaig,1
13646,DiposuroP,3
13647,bima_____,2
13648,Robymp5,2
13649,arie_parisisa,1
13650,heeelyoo,1
13651,lulaa45993891,2
13652,rahmah_2711,1
13653,zio_uus,1
13654,MengMoeinn,1
13655,ArionDelwyn,1
13656,Plastik8220,1
13657,Batrine1,2
13658,ikanhxiu,1
13659,rikarosni,2
13660,Siswi_6,1
13661,220Remot,1
13662,glsing2,2
13663,RamleeVeer,2
13664,heiijul31,1
13665,keynedsaputra,1
13666,ftdlhyh,1
13667,siswi_3,1
13668,JeniAsri2,1
13669,apelrich,1
13670,fareldrgntra,1
13671,vilifitiri,4
13672,LouvaReyhan,3
13673,deliautarini,1
13674,Chickenpokpok8,1
13675,Bajubar29319071,1
13676,Hiijulll,2
13677,Ginian9,1
13678,rotibakwar,2
13679,Tini_ni12,2
13680,zenaxyyy,1
13681,Pelangi71865281,1
13682,Brandal2105,1
13683,elharis123,1
13684,0news_tv,2
13685,miskiy28,3
13686,novachiz,1
13687,BangUchok2,1
13688,Asmadiadi13,1
13689,FartigoSP,2
13690,AbiSyamsyu,1
13691,Miftahu89774161,1
13692,CitraBianka1,1
13693,Jayanti72521,1
13694,nirmsasha,1
13695,AlinCahayani,1
13696,AnanditaSherin,1
13697,roh_mannn,1
13698,AmandaMalya,1
13699,MiraFatiyah,1
13700,CintaAnggita3,1
13701,dionnabura,1
13702,prterkini,4
13703,CintyaGabriell5,1
13704,IkeJania,1
13705,jenitamaharani9,1
13706,DavinaCaroline2,1
13707,ardiaalif,1
13708,HolidRahul,1
13709,BonanzaSweety,3
13710,DeliaSesi,1
13711,SGibsin,3
13712,NurlitaRara,2
13713,PutraPadjadja20,1
13714,DoffyGama,2
13715,FarisIdil,2
13716,AndreaAnaya23,1
13717,AnjaniSafira4,1
13718,IraHayati12,1
13719,BarokLadi,1
13720,AdyaMeidina,1
13721,ninaa_indah,1
13722,anka7327,1
13723,rahmaniia14,1
13724,ProtoRasdi,3
13725,miiarahma5,1
13726,lil_putri,3
13727,ElzahNofrian,1
13728,BandiRagil,2
13729,ElangGalang2,2
13730,JoniMiftah,1
13731,DandriRapela,1
13732,Perdanaadnan2,1
13733,AprianiDwicitra,1
13734,DanniRangga,1
13735,Rositaa_ll,1
13736,DSavadila,1
13737,Rinaapr74961299,2
13738,Putriiswari6,1
13739,angkasaderian,1
13740,TAnurdina,2
13741,LarisaSagina,1
13742,AlyaAvlia,1
13743,DewiIsda,1
13744,MinaWardah,1
13745,ghania_alia,1
13746,wiwisetia12,1
13747,NayaHamidah1,2
13748,NadiaHesti4,1
13749,kalinarina12,2
13750,PutriLianda1,1
13751,AmeliaCaca6,2
13752,RhmnYongky,1
13753,NadiraDewi5,2
13754,KistiNira,1
13755,belindautami99,1
13756,Praatsis,1
13757,SisilAprilia17,2
13758,Donydody1,1
13759,RiriRisnawati3,16
13760,AngmudaAceh,2
13761,Restyintan2,1
13762,fauzangunadya,2
13763,KiranaLavanya,1
13764,sakyagnwn,1
13765,psadt_jkt1,1
13766,FGayanti,1
13767,kafeelsyahreza,1
13768,DaniiIrwn,2
13769,psadtgorontalo,2
13770,Kakoya69,1
13771,Nando28703643,1
13772,Cyberknight24,1
13773,Nicola5_102,8
13774,TamaraSukma,2
13775,AhmadHadiRiyan1,2
13776,Herdi95423543,10
13777,CintaCamellia,3
13778,ArranzaMocca,1
13779,rozibram,1
13780,azril599,1
13781,fahmi3351,1
13782,norasiahshah,1
13783,alextham878,9
13784,papanono10,2
13785,laima_mursyid,1
13786,SalamDemokrat,1
13787,winarto_sarsidi,2
13788,warkop_tkj,4
13789,TugiyoC,1
13790,dirgaaldhafeer,1
13791,gardabangsabdg,1
13792,MuajaFam,1
13793,reina_galagher,17
13794,ddhyuka,1
13795,fdentamayall99,1
13796,pirrdot,3
13797,tribunjatim,14
13798,nostrilous,1
13799,RikiTemplar,1
13800,gerindrajatim_,3
13801,SandjojoS,1
13802,Santri_Klaten,5
13803,isna_j,1
13804,rey_anwar18,1
13805,CakCilik,17
13806,Surnata39060307,1
13807,HanyaSuaraBiasa,2
13808,tbzayin,2
13809,JuhadiKp,1
13810,bedakabar,1
13811,majalah_gempur,1
13812,budimuni98,2
13813,hxvssyaa,1
13814,AirinAirin_NZ,5
13815,agushamonangan,1
13816,doktorhukumtv,1
13817,creampie_99,2
13818,BoloGanjar,5
13819,irwanstanjung,1
13820,raptama21,1
13821,amndzaynb,1
13822,rambutan1970,1
13823,palermoclan,1
13824,arraghib,1
13825,kapten_imel,1
13826,MyNKRI_,1
13827,infososofficial,1
13828,ArdiKuncoro_,2
13829,m_zuhdi240785,1
13830,kenn_maizz,2
13831,latif_halala,12
13832,E20_SM11,1
13833,Kodycancerian,1
13834,DMukharim,12
13835,setiadjoeang,2
13836,C4llBee,1
13837,CahTewe,1
13838,RidwanMarpaung5,17
13839,lexie_mg,1
13840,anto_katochimo,1
13841,gedebanget7,4
13842,ana25330580,1
13843,bangkitlahid,12
13844,joengixn,62
13845,Immanuelbcd,1
13846,Ichsan_Nis,1
13847,the__princess23,1
13848,mahfoezz,2
13849,G0P4NK_G0P4NG_7,15
13850,huangretjun,1
13851,eqyelroz,1
13852,igusna86,1
13853,TerryPrada_69,2
13854,baru_pac,1
13855,_OrasNews,1
13856,Pujiono08758701,1
13857,iqbaralhakim,1
13858,Seto75829611,1
13859,pkbpemalang,1
13860,ZeinsPutra,1
13861,e2oliHhZSkBYTFc,1
13862,Ejdjekxnnd,1
13863,AmamRosadi_,1
13864,TaswinSukarman,1
13865,suryamakmurnas3,1
13866,vr12ypkz3a5cp,6
13867,weebooy,1
13868,Pekanbarutuah,1
13869,Ahmadim61726630,1
13870,Prihartanto_,1
13871,jessiellence,2
13872,erikka_06,2
13873,muhammadsyakur2,1
13874,FarubiM,1
13875,UthaIndonesia,1
13876,bakomstrada,1
13877,InilahMojokerto,4
13878,imnianna,2
13879,adjarnuji,1
13880,ppyeryou8,2
13881,deyrasyxx,2
13882,mikey21715056,1
13883,swisteryy,1
13884,victoriasn01,2
13885,Biblebee16,1
13886,jierapahh,2
13887,RukaiyahQuenn,3
13888,Jenanggula1,1
13889,Hiuubuncit,1
13890,saptoaguang,1
13891,Gevitina1,1
13892,totopakcoy,1
13893,umiyah66,6
13894,suryoanggara_,1
13895,mamnulo,1
13896,BaGusMuhaimin15,1
13897,PrimaRakyat,1
13898,niel_vlnt,1
13899,Andino170753,1
13900,Bystander_____,3
13901,laelatul,1
13902,Vicksigit,1
13903,DJI_SAM_S0E,1
13904,___SIWE,2
13905,cholomenoz,10
13906,AskaraRiska,1
13907,vibesswithrandy,1
13908,Ronizar3,1
13909,DesiRahayuPutr1,6
13910,frequentlyblue,1
13911,AdrienPdkrUtr,3
13912,clarayusna,7
13913,mundhri03180616,3
13914,AshrafIswanto,1
13915,Dhika_818,1
13916,Alexand_007,9
13917,dady_tri,1
13918,ourtheoryn,1
13919,Meylindarichez,1
13920,milkshrake,1
13921,eF_Gif,1
13922,r_amdhann,2
13923,pusatkajian_pk,1
13924,irfanwahidi60,5
13925,MNKholizt,1
13926,galuhlalenta94,1
13927,khansacnw,1
13928,dutaMasarya,10
13929,ikilhojatim,3
13930,LaBeddu59919928,1
13931,IriAnto77074950,1
13932,Chaeyoungu,1
13933,MassiveAbstract,1
13934,ari_wadjo,1
13935,sandalian,1
13936,ali_hasan110,1
13937,bogreks,1
13938,asushana,7
13939,xiaolongbao256,1
13940,_puttput,1
13941,aajaehan,1
13942,Pakamkalam,1
13943,jerrysujari,1
13944,pejuang_sinamot,11
13945,yadi090375,2
13946,kemalap39244716,1
13947,Totti4765,5
13948,iwanpetroza,3
13949,swara_semesta,1
13950,lsm_mrtbt_sumut,1
13951,ciantra_chintra,1
13952,erezanda,1
13953,GuismanYosua,1
13954,kenny_wd11,1
13955,pakNo12642697,1
13956,diujunglangiit,1
13957,Mikrolet,1
13958,DhikaNugrahaaa,1
13959,djoeraganG,1
13960,IdanEEGO1,1
13961,koes_kus_chan,1
13962,GoodStatsid,5
13963,ArusSurvei,1
13964,ArkasArdinal,4
13965,pepeng182,1
13966,ISkuyx,1
13967,RBA837,1
13968,Adhikrisna999,1
13969,Pahlevi8765,7
13970,xolovesthefy,1
13971,aku_indonesia_1,2
13972,VGumbira,1
13973,hargocoid,5
13974,lokalbos,1
13975,prasetyana18,1
13976,alex_hunter146,6
13977,tunjungutomo,1
13978,LampungOnline,1
13979,RudyPRO_NKRI,3
13980,Ludruk8,1
13981,foggen_,1
13982,TSyafriyanti,5
13983,Yogasaja79,1
13984,Alkupra,1
13985,Iswadiadam3,1
13986,zadiiLS,1
13987,potensi_bisnis,2
13988,GakSakitotak,1
13989,kartuas21,1
13990,NgoekReslin,2
13991,suryaamriza,1
13992,mbapulen,2
13993,ayokedukun,2
13994,idxcupdate,1
13995,AbdurahmanSeto,1
13996,AnnekeKTM,1
13997,barabereindahh,1
13998,ShofwatE,1
13999,kuntho,2
14000,aramadhany570,2
14001,antaralampung,4
14002,Herzaky__MP,3
14003,IlhamMatondang5,1
14004,IGIhHdoOpPT2rST,2
14005,BlokaMedia,3
14006,InfoSeJogja,2
14007,Deni05021998,1
14008,nenni_achir1,2
14009,Pinusidotcom,5
14010,BeritaNew3,5
14011,sains3_0ne,1
14012,AnggowLiliah,1
14013,LelakiKampungan,1
14014,iteuku924,2
14015,KaltaraT,7
14016,SilviAndriana1,3
14017,three_ar_e,1
14018,DrunTamvan,11
14019,FardinSaputra,3
14020,tinggi_satriya,1
14021,AldiChange14,4
14022,triosusanto96,3
14023,EkoRahmawan2,2
14024,nawantityastuti,1
14025,HendrikSugara2,4
14026,Hadi12514,1
14027,AgustinusJoni7,1
14028,Abutjiek_Kairo,2
14029,wahyox_,1
14030,9ty_eight,1
14031,AngelenosLos,1
14032,kataninalho,1
14033,MediaKomando,1
14034,PrasetyoEdi_,1
14035,monodikotil,1
14036,SusanSm85380482,1
14037,AntoniusPeter1,1
14038,GunawanKusnand2,1
14039,kamarullahadvan,1
14040,R1Q,1
14041,Fakhri_Glem,5
14042,budisiswa01,2
14043,Sinefail,1
14044,YudaPra85206337,2
14045,PJulvri,9
14046,201meira,1
14047,putrrmalindaa,1
14048,Meisari990,1
14049,cimut459,1
14050,mbakdareva,1
14051,jangansuspendd1,1
14052,Mawarhi57540879,2
14053,BungaKertass,1
14054,pntkq,1
14055,hamdan_fahri,1
14056,gentamarin,2
14057,Frengki11282902,1
14058,xabara22060026,1
14059,Nelly002ne,1
14060,katty_878,2
14061,wonufibe,1
14062,yayamia_,2
14063,windflows7,2
14064,smartdonkeyx,3
14065,Bagindo_Radjo,1
14066,AnangAnwhydi,1
14067,DenieHilman,1
14068,JelidraLalu,1
14069,lbh_gki_jpr,1
14070,Diah_Tjokro,1
14071,BudiWid42032126,2
14072,kutuLoncatJNR,2
14073,hayatin67450511,1
14074,bishidielmomeg1,1
14075,mediakorran,3
14076,politikaprc,1
14077,tarmiziarifm,2
14078,denokkenang,1
14079,KutaGP,1
14080,Anak_Nusantara1,2
14081,n4byl5,1
14082,Lampung__01,1
14083,WijayaArchi,1
14084,Camelaila1,1
14085,LidyaSetia2,3
14086,dja_ndaf,1
14087,affandiasry,1
14088,Shoyo1001,1
14089,Uchabi1,1
14090,arkarisa1,1
14091,yinisiapahayo,1
14092,fyetari,1
14093,Abdul4699,1
14094,iniakunapayah_,1
14095,pinkeukty,1
14096,Dazian00,1
14097,ketikannku,1
14098,Toniyuk21,1
14099,jarang_bicara,2
14100,Alfians46599787,1
14101,amiicantiq,2
14102,Alif0518,1
14103,Ayu123493019991,1
14104,Rasyaaa2799,1
14105,MarettaViiona,2
14106,Nika1124091204,1
14107,Angga6956097608,1
14108,Wahyudi96023439,1
14109,SandraD71733294,1
14110,Apakabardunia7,2
14111,Encep122,1
14112,Bayu47620366,1
14113,dneluxe,1
14114,editingtermurah,2
14115,DanaPer3,1
14116,titiankemala,1
14117,Hana_hani9,1
14118,jeniperrlo,1
14119,Anggi_0000,1
14120,MollyWr65933129,1
14121,aizydista,1
14122,petra1526,1
14123,hwioo__,1
14124,richieesekeju,1
14125,cupchake,1
14126,rafiadi57819774,1
14127,Alesya1a,1
14128,teazarrl,1
14129,NoeNorenza,1
14130,Nuroh_527,1
14131,lalalitagyt,1
14132,AlgibranNanda,1
14133,ArtamaKeenan,1
14134,Melky221,1
14135,FriskaP14717612,1
14136,Deki_19751,1
14137,lamroueq,1
14138,Argantaraki,1
14139,krystal_alifia,1
14140,funoriambush69,1
14141,lvnarbee,1
14142,inadiandra,1
14143,Rohmatul_26,1
14144,dentasaja0410,1
