,usename,count
1178,InvestorID,54
1179,MustBeeajah,5
1180,KetaSadeng,1
1181,ELBenny_10,1
1182,FajarIDNetwork,22
1183,Hans_prayoga70,10
1184,Cintada16,19
1185,floridaorange16,2
1186,mridwanoke1978,1
1187,Gondoruwo__,3
1188,Gr4sssss,15
1189,kaca_reborn,1
1190,ILHAM2504,4
1191,lekopr76,1
1192,Soeharsono8,3
1193,hatniremep,3
1194,ngopibareng_id,42
1195,RumonoElang,4
1196,lennilenni549,1
1197,hanqaf,1
1198,agomala,6
1199,AdisanyotoNita,3
1200,Harian_Jogja,60
1201,itswincha,2
1202,Punc4k_M4h4m3ru,6
1203,TbhZulkifli,1
1204,wennit1,1
1205,ivooxid,96
1206,imriatitriyanto,3
1207,afifm_,1
1208,HinnaMeta,1
1209,BellsSP1,1
1210,Firm18404250Eko,1
1211,mypresidentid,3
1212,wong_kitto,13
1213,08sarraah,11
1214,kizurra0,1
1215,GueTionghoa,2
1216,DivaCatrii,1
1217,MuhiqR,21
1218,at_Frederich18,36
1219,IRA37785083,1
1220,DinaYuliyanti7,2
1221,BantengGirl,1
1222,AriezVV,3
1223,NatashaArini2,2
1224,intanwindi7,1
1225,r_nurdadi,2
1226,UmarNotanubun,1
1227,harisubagya,3
1228,langkah_nyata,4
1229,BakomstraTop,11
1230,9Destya,69
1231,PeDeMilenial,18
1232,budiadiputro_,1
1233,martinrachmad5,1
1234,yunankingstar1,67
1235,sutries91,1
1236,Milano994,1
1237,KangSarjono1,67
1238,wahyu_djanti88,4
1239,aku_penggembira,5
1240,meiyer,2
1241,NifraSubagio,1
1242,RmolAceh,3
1243,Soboalas3,2
1244,azrilnamploh,1
1245,lebahmadura,3
1246,tastetheblues,1
1247,hulkolorijo,3
1248,josmurinho,13
1249,BatMy5,1
1250,OmHardiman,4
1251,AchmadGandut,1
1252,PostingnewsId,25
1253,hendriprabowo,1
1254,ahmadhalim827,2
1255,AnshariJasmine,4
1256,notfineer,3
1257,admodimejo,2
1258,withont,1
1259,NurJann59889554,4
1260,Sur_Yosodipuro,1
1261,PallakaGO,8
1262,DEWITOGEL1,73
1263,juliaxgremio,1
1264,utama_kabar,4
1265,tribunbanten,32
1266,bocorantogelHK,74
1267,senci_han,3
1268,IbnuHanief80,3
1269,CakradataID,1
1270,Berita_3,4
1271,pembaruandotcom,2
1272,ansal1979,1
1273,serujinews,2
1274,ElshintaDotcom,31
1275,dims_anggara22,6
1276,aniesmania,11
1277,reportaseSMR,17
1278,Carliaja2,1
1279,PakarINTELek,3
1280,bangnoer,1
1281,Ghurem2,7
1282,B3doel___,30
1283,BM7NOGO,13
1284,OskaTulip,2
1285,Cantika82104633,6
1286,Valosenadya1,8
1287,tjitrosoenarjo2,1
1288,rakyatjelata34,1
1289,democrazymedia,157
1290,Salimah25485819,5
1291,tlcmu2,1
1292,DewiLangitAyu,7
1293,fikrivarinatha,7
1294,WAHYU_UNIFORM,15
1295,Engko_Henry,1
1296,Alrobby123,4
1297,FadiaNurin,5
1298,L0ve1ndonesia,3
1299,IndonesiaPintas,2
1300,RakyatAsupan,6
1301,BlackcoTanya,24
1302,klarick26,1
1303,miicies,17
1304,Heraloebss,1
1305,pengarang_sajak,5
1306,timescoid,33
1307,advo_irwansyah,1
1308,IfkhaSyabil,100
1309,JeonMyeo,135
1310,Penangsang_,3
1311,GandaS79966816,1
1312,rebo_kliwon,1
1313,Riny2023,6
1314,JihadDrebond,1
1315,KapalPerang,4
1316,RadioElshinta,50
1317,NadyaNews21,2
1318,maulana_septo,3
1319,harun_saidi,1
1320,zrfaptrii_,5
1321,csbravos,1
1322,AngelinSophia,3
1323,Heriantosimbol3,2
1324,niaaameliaaa1,21
1325,putrasugianto10,17
1326,DetrianaSherly,4
1327,daltonsembirin2,1
1328,radamuhucom,7
1329,Richard_Tmb18,1
1330,aulia_rahadian,1
1331,dodonet12,1
1332,andijulian23,1
1333,onnewscom,20
1334,Ghifari17smp,1
1335,achmad_taher,11
1336,Abhabill9,1
1337,1404Stj,14
1338,BerdasiTuyul,2
1339,MadeIndraJK,1
1340,balipuspanews,10
1341,Jifi,5
1342,f2s_id,3
1343,Hendriksrtn,2
1344,RagamIndones1a,6
1345,fah_mieeapaa,5
1346,denipank6,1
1347,IDSahabatGanjar,3
1348,BalagiDico,1
1349,INDONESIATWITID,1
1350,telisik_id,26
1351,bs_vito,1
1352,aikel112629,7
1353,Andrean43982093,1
1354,industrycoid,1
1355,EMusiran,1
1356,ait_sumarna,1
1357,Bakarjagung22,1
1358,RikaSudjiman,2
1359,soloposdotcom,79
1360,_rakyatmerdeka,86
1361,AbdulBasarin,8
1362,rmoljateng,13
1363,sipjare,3
1364,wawwwank,10
1365,GpNtt24,10
1366,RadenBoy19,6
1367,populis_id,15
1368,Wahyudi48632434,2
1369,tempodotco,363
1370,Opak777,2
1371,budin4437,1
1372,indopolpower,4
1373,Widyarenee,31
1374,YASOzatulo,10
1375,SumbuPolitik,8
1376,Gus_EkoKalteng,1
1377,AdeImannnn,1
1378,Bella_beneamata,15
1379,kawaiimoi2,1
1380,DermanYakoba,1
1381,charlessiahaan,2
1382,RM_RajaMedia,9
1383,Vera_sapitri,1
1384,prabudiman_,3
1385,miho_go62,1
1386,da_vid03,4
1387,RiniAnggini1,1
1388,isya_mega,7
1389,FitriaRahmadila,44
1390,GinanjarSadam,4
1391,Selamat347,1
1392,gerakanberkah,66
1393,MagnolyaSisvi,37
1394,kangSam70012085,1
1395,Krakenoia,1
1396,ByruBima,52
1397,JakaSembung1986,1
1398,sinarmerdeka_id,2
1399,DoankWarto,79
1400,nabielnow,1
1401,sharenewsaceh,25
1402,AMahardiga,6
1403,MemekoplakHqq,1
1404,PanekenanDuddy,1
1405,beritapolitik24,7
1406,G4rang4nReborn,1
1407,DenhaazK,5
1408,YoezZar,6
1409,warjati,14
1410,robert_yulian1,3
1411,DapitKecot,1
1412,NoerSholeh11,1
1413,AniesUntuk,1
1414,imambukhori_79,3
1415,KompasTV,359
1416,posbakumpranaja,294
1417,pantau24jam,178
1418,martua_3,9
1419,SultanH04160212,2
1420,Uwongdeso4,8
1421,enterpreneurs15,1
1422,chrisnawatinov1,3
1423,FebbyLaura3,10
1424,AdhieFebriansy1,4
1425,ArbyFahrul,12
1426,Chynthia_K,4
1427,cinggaro,21
1428,Newstagar,66
1429,tamsul1971,1
1430,wandirafiudin,2
1431,Salimno08858294,1
1432,BeritaHangats,3
1433,ibmasud6730,1
1434,MomonOmpong,2
1435,sir_usil,6
1436,JONGWON94TL,1
1437,Moch_Maul99,1
1438,bersvinar,25
1439,SarwediEdi6,28
1440,lampirma_s,4
1441,opsihukum,3
1442,ternak_tirek,1
1443,kebumen24com,2
1444,_Rizmaya__,10
1445,abu_hudzaifah,2
1446,agga_boggen,85
1447,YoanAngelic,2
1448,abuv_average88,74
1449,poltracking,7
1450,erzaalfikri_,1
1451,Ekazef__,20
1452,oomlemu,1
1453,Mpon_Mponn,45
1454,_taurasian,2
1455,Wongkuno2B,9
1456,mamamanetmoi2,20
1457,KuretaID,109
1458,KakSunarya,1
1459,Baba97Alie,65
1460,zenmotivator,5
1461,cnjhxkkwapfjr,1
1462,kucing139,1
1463,kucing146,1
1464,gudsla38,1
1465,Sinta22788579,1
1466,capeklohsuspen,1
1467,deborahaurai,1
1468,Lilianapuyo1,1
1469,oldervia,1
1470,opsimediatv,2
1471,ilam_gdfg,1
1472,szensmile,1
1473,Cahyokt4,1
1474,BimataIndonesia,55
1475,redaksidetail,3
1476,hallobantennews,10
1477,Rin_niswa,5
1478,Yom_N_Friends,14
1479,Pusink25016665,1
1480,Ojo_kesusu__,3
1481,2045Tv,17
1482,smokrat,1
1483,kabar_dpr,10
1484,Muthia__99,10
1485,zi_dane30,16
1486,Lasino3Yohanes,1
1487,SkalaSurvei_ID,5
1488,data_jambi,1
1489,maciregar,7
1490,AdiAji14974914,2
1491,geko_cat,19
1492,syairhrmwn,1
1493,alisyarief,39
1494,FaridMcclainn,1
1495,YosafatTri,1
1496,IkhlasAbdulkad2,1
1497,fadillahadam21,3
1498,teddharsa,2
1499,Bg_Ison,1
1500,BanawiP,2
1501,AD1T_RG,15
1502,YadenGu,2
1503,HariDestination,1
1504,Shofia_Labora,1
1505,Rfadlis1,2
1506,rahmawa221,1
1507,Praayitno2024,1
1508,DaSilvaCoret,1
1509,Golkar_News,4
1510,indoaktual,13
1511,anzanie16,8
1512,wongAyoe2021,2
1513,SahabatGusTamim,5
1514,SydneyX5w,47
1515,Galaxyjhope11,2
1516,Rojikash,1
1517,Rinntyb1,1
1518,tuyulkecilnih,1
1519,cak_agoest,3
1520,CryptoKuta,29
1521,simatupang_ht,1
1522,ViyataBhakti,1
1523,zola_papazola2,1
1524,asboedionoid,2
1525,RSuyandana,4
1526,Yudiantiyaman,3
1527,triaspolitikas,3
1528,wangi_citra,3
1529,chaterine_lie27,13
1530,Vasco0507,1
1531,Kharisma700,2
1532,DjumadiPartose1,5
1533,kompasiana,130
1534,asumsico,44
1535,RoesliPrasetijo,2
1536,651Safa,5
1537,AgusSho62811788,1
1538,PaulusLeo3,1
1539,__wantaNKRI,3
1540,GerindraTabanan,1
1541,HeraldSulsel,35
1542,stratosvin,1
1543,Wisnubrata6,5
1544,midris_sofyan,2
1545,mhairulhuda88,1
1546,Ariefmantoi,14
1547,bataranews_com,4
1548,terassurade,1
1549,PakJenggot___,2
1550,FarisRaahman,5
1551,NaufalIiiqbal,13
1552,ZakiaArini1,1
1553,Makmur13745478,11
1554,g24golkarjateng,2
1555,g24golkarjatim,2
1556,heryzstyz,1
1557,JarnasABWBpn,7
1558,MlNFJU,2
1559,AmarMakruffff,1
1560,Syahban43931080,24
1561,AmasAshfar,1
1562,Mjohnsamosir,35
1563,BalawaOfficial,1
1564,rizky_ashari17,1
1565,nasibyungkus,1
1566,alineadotid,128
1567,MasboyK,1
1568,Jongring991,1
1569,wisanggeni_11,2
1570,AriSaptono,2
1571,RachmatPurwant4,12
1572,PelitaBanten,3
1573,20detik,54
1574,witaans1,1
1575,managerdanbam,1
1576,Bams27735590,4
1577,JOINLampung,15
1578,g24bengkulu,1
1579,chismacha,1
1580,TanpaPresiden,1
1581,IndonesiaEmas24,7
1582,baliexpressnews,8
1583,Simbok_Dharmi,5
1584,ibukostreborn,12
1585,graha_nusantara,4
1586,eradotid,39
1587,arebo_jan,3
1588,GolkarToday,1
1589,Ghinayah_Amalia,7
1590,Bangkitlah_Km50,7
1591,gemaposID,4
1592,kaspito,17
1593,Dharma_tc,6
1594,Konfrontasi_co,83
1595,siwiwidi,1
1596,imotone,2
1597,Gelang_Alit2,52
1598,Pemersatu_Nusa,1
1599,TajukPolitik,36
1600,MustofaAri463,27
1601,AnakCondet_,2
1602,hambaRabb,2
1603,HeriNaki20s,2
1604,KathyMuise4653,1
1605,Riflycezz,1
1606,Danuarta299,1
1607,cursinsg,1
1608,Aman4ma,1
1609,riskasukabawel,3
1610,AdiAiri,1
1611,Arisgunaw,1
1612,BismahBalqis,2
1613,Ramlisyaah,15
1614,adhisti_ayudia,5
1615,NRecida,1
1616,TikaAnnisaaa,15
1617,RidwEZ,2
1618,milakamilahhh2,8
1619,AbimanyuArrah,12
1620,tteajusgulabatu,2
1621,Jabahbubah,10
1622,netqal,1
1623,sprezzo0,1
1624,caower,1
1625,groegye,1
1626,Yohanesyanaka,3
1627,Titi_San3,1
1628,ikrimah_F,2
1629,aliaanumm,2
1630,megezln,17
1631,dearchant,1
1632,no0bilee,1
1633,FadluGeri,1
1634,maybellearchive,1
1635,Aamandaayu,6
1636,noeontw,1
1637,Voetraa,1
1638,alexander120yom,1
1639,liviagunawan21,1
1640,qionita,1
1641,patrick76560382,1
1642,skubmit,1
1643,evrysummer,1
1644,ZZuhit,2
1645,cluothe,1
1646,marina_dwil,1
1647,uraewinter,1
1648,CahyaInd1,1
1649,nonamehitam,1
1650,mystarwars2,1
1651,chdvks27,1
1652,SoreKamis,2
1653,MakmumMsjd,7
1654,DevinaSaputri8,1
1655,dinihariii_,1
1656,sempurncc,1
1657,DenaAndriyani,8
1658,qydhgrl,1
1659,CintyaFristi,13
1660,dsestroy,1
1661,muhrama__,1
1662,taeyuur,1
1663,Deanahnp,1
1664,AriArsyady,1
1665,Bastiansetyo,1
1666,WardahRamadhan5,1
1667,hotapages,1
1668,riyya008,1
1669,IeadyD,1
1670,tilarzion,1
1671,cuouncil,1
1672,chdvks3,1
1673,enkergy,1
1674,min_moon_gi,2
1675,cionvey,3
1676,NitaTalia23,11
1677,BaekHae66,1
1678,xxviolence1,1
1679,chdvks26,1
1680,Jejemaryam11,11
1681,humayra_wr,2
1682,pandasmushyy,1
1683,Sanarasyanaya,1
1684,tearcss,1
1685,My_Princesss5,5
1686,maretagf,1
1687,holidvay,1
1688,saykun111,1
1689,imspulse,1
1690,sheyaaaao,1
1691,Lettwo2,1
1692,rmdhni1116,1
1693,tabblve,1
1694,Baiklahyang,1
1695,_jeong_jaehyun2,1
1696,BakhariaFuadd,1
1697,sofiauwwu,2
1698,gvycol,1
1699,republikajogja,1
1700,Diamditempat77,1
1701,CritaOrangDalam,2
1702,radarbandung,1
1703,Harjuna_Winanga,5
1704,amber_bawel,2
1705,TerasCitamiang,1
1706,semua4da,3
1707,purabayaawesome,2
1708,SKHery81,1
1709,TemanGanjar2705,7
1710,EdiKeceput2,11
1711,jjenduk1,1
1712,AzisDadun_,13
1713,nurlelatu,1
1714,WatuLor77,1
1715,feby_christina,3
1716,AlbertKusen12,3
1717,Adiprayitno_20,4
1718,uusbustami,13
1719,bos_sir,11
1720,SaptaAtmadja,1
1721,BatamPos,47
1722,yudiset28296440,1
1723,radarnasional_,7
1724,PoppyYanti1,10
1725,masBarock,1
1726,dotsolutionnet,1
1727,modernisco,2
1728,riea_mariska86,6
1729,RobocopMoslem,1
1730,HasanEria,1
1731,AbdulGa63519349,2
1732,joekampret1,10
1733,ranggavega,1
1734,taplaksakti,1
1735,supari_yanto,16
1736,ZainalA55398074,1
1737,AniesPranowo,9
1738,DPWPKBSULSEL08,5
1739,chansykaskus,2
1740,melysaryani,10
1741,EkaDmynti12,7
1742,DeandraErwin,3
1743,AthariqRifky,4
1744,Hanipermataa,3
1745,vrsyamnda_,4
1746,AndiptrAndi,27
1747,latteice0,1
1748,Muhamma85308518,2
1749,damarjati_dimas,4
1750,ahsanmusthafa1,2
1751,Al_faths200,1
1752,yunusbara71,2
1753,thefizkiest,9
1754,goseolcom,3
1755,aboutmalangcom,10
1756,Sumsel_RMOL,44
1757,TeoSulaiman,2
1758,Mezzoforte2609,68
1759,rahmamamarah,1
1760,ininjwa_,1
1761,Ismuniya,1
1762,WaspadaOnline,36
1763,LaNyallaMM1,1
1764,Kimcimaya,2
1765,Muhammad_Saewad,3
1766,greenty_matcha,2
1767,ariefrachman_31,1
1768,DavidFr86981125,3
1769,RafliPadang,2
1770,cebong_dungu2,2
1771,ahmadsalam0741,3
1772,punggawabangsa,2
1773,Mas4ziz,6
1774,wartaHterkini,1
1775,relaone001,3
1776,etpeduli,4
1777,teraspurabaya,2
1778,kerangkapikir,21
1779,jenooffle,1
1780,Antara_Kalteng,7
1781,PertamaInfo,2
1782,patualanggaAsse,12
1783,pikiran_rakyat,146
1784,RikeSants,14
1785,antaranews,56
1786,sahabatganjarid,17
1787,ANTARABengkulu,4
1788,Del_tahta,4
1789,Yurissa_Samosir,7
1790,SayaArdi,1
1791,jakkari1,11
1792,DmrEkaa,1
1793,UbayMobile,1
1794,sholehimam967,1
1795,monstreza,5
1796,azwar6102,4
1797,Hanggundah,5
1798,AkhzariMuhammad,1
1799,DhyNurdiansyah,1
1800,GembokHendryx,1
1801,adrifzn,1
1802,sasasayatusa_,14
1803,ApriasiRudi,8
1804,Opcux,12
1805,wak_iyoung,5
1806,semanisLambeku8,3
1807,AdhiR172,3
1808,RCikboy,10
1809,biacho6688992,3
1810,MujahidinSansan,2
1811,syaqilazharii_,34
1812,presiden_dungu,1
1813,n3wbie__,3
1814,ElshintaBandung,1
1815,ibnupurna,11
1816,Djantjik,68
1817,tatarenita15,1
1818,Ii72Ipul,2
1819,Ooqu8585,1
1820,mice_cartoon,7
1821,Hadi_Crosser,1
1822,BandiHermawan_,1
1823,Official_IPRC,3
1824,Budraj19621,1
1825,yedijaa,1
1826,antasumanto,3
1827,robikpiliang,2
1828,nyoemhokgie,1
1829,MuhamadRohyadi,1
1830,AhJempol,2
1831,maju_ahmad,8
1832,juniarso101,1
1833,syahlanalan,1
1834,TalagaHati,4
1835,xquitavee,1
1836,Arab_Bara2,1
1837,valenthereum,1
1838,teanotcoffee99,2
1839,RahardyanDhika,1
1840,DongkiasaS,3
1841,Joglosemarnews,30
1842,Jongos_bond007,1
1843,firdausfajar,1
1844,sulaimanariefst,1
1845,arrapatt,1
1846,T3NW1N1007,1
1847,InteristaLK,1
1848,leeorraaarrgghh,1
1849,rifplusky,1
1850,AkbarMa43002592,1
1851,Sutardi12429488,1
1852,ShafaKamilaa22,42
1853,MisyaUlfah,2
1854,bimoarryoo,19
1855,hanif_adinda,27
1856,fina_sabian,56
1857,BawazierMido,30
1858,AudzanAdhi,4
1859,CentikaMaulia,2
1860,RWijayaputri,12
1861,kukuhnapaki,1
1862,SellaMayanti,1
1863,ekodjasa,4
1864,rosaliaratih,3
1865,sunnyaespa,1
1866,MachrusSebasti2,2
1867,henrisabastian1,2
1868,WestinUmbara,1
1869,vania_ochi28,4
1870,AgungFile,2
1871,golkarpedia,103
1872,rifa_shania,3
1873,aunlove,3
1874,DhanangAriono,1
1875,boecharikarim1,4
1876,golkarjateng,13
1877,rendriyuandra,1
1878,GabriellyHoraci,2
1879,sabiwir1,1
1880,san_dpdcilacap,1
1881,ramaArsy1,1
1882,Olirhmn_,1
1883,RianajahRian,6
1884,wulandari_erian,1
1885,QaillaAsyiqah,2
1886,ResimenRasiman,1
1887,belajarperbaiki,1
1888,lordmegiee,1
1889,AgusDia51761850,1
1890,AjaMaulana68,1
1891,soerjoadjigmail,2
1892,IbnuhazmA,1
1893,willona_007,12
1894,tethadam1010,2
1895,Lausala10,5
1896,Bispak1213,4
1897,__RismaWidiono_,51
1898,Nyawang_wulan,5
1899,ntar_yaa,5
1900,Marbot_Udien,34
1901,Wiens_Dede,1
1902,Deni1Sumanto,1
1903,PemudaPejuang_,2
1904,marthinloren,6
1905,Bimo_fvk,1
1906,Aditya4nanda,12
1907,bdm2502,2
1908,bablasblass,1
1909,Ande_Milenial,38
1910,kang_estu,1
1911,canesvenaticid,1
1912,dpcpkbmagetan,3
1913,kardiu,2
1914,abukhoirunnissa,1
1915,insomsiang,1
1916,papandu08,2
1917,TA_K3N,15
1918,ChaCha2788,27
1919,shae_ll,69
1920,Tibott2,4
1921,Waras4ever,3
1922,_Muslimah_id,2
1923,ariestarico2,14
1924,Ann_Gwynetha,53
1925,Sultan20281441,1
1926,Andesgin_one,1
1927,RemahNikih,2
1928,DewiOzza,33
1929,KritikusR,3
1930,38borntofly,1
1931,mathsoul1,2
1932,Ahoong19,8
1933,Last_Rurouni,2
1934,C4kDeep_,4
1935,jumarni_mar,8
1936,diyah_purn,6
1937,JunieNie1,2
1938,Wongsulwa1,5
1939,centanghitam,1
1940,Adamchaniago_01,1
1941,abllsvs,1
1942,Ibrahim72982761,1
1943,ata_deSaputra,1
1944,DwiSanna,3
1945,intansyda_,3
1946,sheilananda_,1
1947,ShenoWirang,44
1948,fatm_wat,3
1949,SeptianNurfaja8,4
1950,MiskinTV_,1
1951,khabm_23,1
1952,BantengKuningan,4
1953,HHartemar,3
1954,syariflatif2,2
1955,ceker008,1
1956,ZayLani03036841,3
1957,Dededira8185,7
1958,pemudamerahh,7
1959,re_fun_s_d,1
1960,PPanjatan,1
1961,Raffamaesa,3
1962,EksplisitO,10
1963,Metro_TV,30
1964,Aleynanugraha,1
1965,PringGading92,1
1966,KagoyaSilas,5
1967,Mahyudi84552848,1
1968,MirwanBzVauly,1
1969,DameRomadona,21
1970,Joy16603248,2
1971,ujangrey,1
1972,elybengk,1
1973,LinggaListia,2
1974,Larasslsr,1
1975,AmaliaInsy,2
1976,rekso_rumekso,10
1977,bakwankriukkk,1
1978,pakponow,5
1979,indahleav,1
1980,2672Uwak,2
1981,Patmo_Wijoyo,1
1982,AntiPKI19,1
1983,HAgungNugroho84,1
1984,27_farrel_,2
1985,gocap_ito,2
1986,ZainalAbdi78,1
1987,KerjaHasil_id,4
1988,mulyana41,8
1989,oreochizu09,1
1990,AdePamungkas11,3
1991,MARV3Louis,2
1992,reaksilampung,1
1993,SeputarPemilu,9
1994,sugengpramudjo,1
1995,sugiyartowates,1
1996,hsarwan2022,1
1997,SoftWarNews,14
1998,mamakhariadi,2
1999,st_masrifah,6
2000,Mediarealitas_C,7
2001,kameraberitagm1,7
2002,NKRI_Nomor_1,17
2003,kirarachelsea,10
2004,EfrinadaJ,1
2005,DamaiSulbar,1
2006,Galih22januari,1
2007,mega_indriany,1
2008,catatankaqihati,7
2009,AryPrasetyo_85,3
2010,lawjusticeco,59
2011,SuryoBobby,4
2012,Hasbi40729301,1
2013,herdiyanto_s,1
2014,knmaneges,14
2015,Dwi1975,3
2016,EllonMj14,1
2017,HarunAl60211334,1
2018,Singojoyo19,4
2019,Ragil95646816,1
2020,Diseminasi_Info,6
2021,rapeeennn,1
2022,masdewsyafi,2
2023,TiaraRisti3,2
2024,vinanrsymla_,2
2025,velakhrnisa_,1
2026,BenedictusPatt1,18
2027,Syarifa23393397,1
2028,AlienBali,5
2029,alvareizy,1
2030,Marco_Alfa20,1
2031,QSoehartois,1
2032,rmbantencom,38
2033,LilikBudiHarta1,3
2034,kaptencrypto707,2
2035,bastian_aji_,1
2036,BhaktiRah,4
2037,S_Anjania1,2
2038,AlefPaz10,2
2039,Ijanjaelani95,1
2040,Widwira,5
2041,rakyatkucom,7
2042,ceklissatucom,35
2043,nobi_zen,1
2044,dindrige,1
2045,Lanz14734744,2
2046,RedSemvack,2
2047,IDNTimesJabar,17
2048,BentengSumbar,140
2049,toedjoetiga,3
2050,iDenHRD,1
2051,Afwan_HR,1
2052,roeseddy,1
2053,SwaraRepublik8,1
2054,rihanaaas,4
2055,rikisya36034558,4
2056,faktaidn_,12
2057,nazwaa02115657,3
2058,endy_kh,1
2059,IdSinpo,99
2060,PKIpudarlagi,1
2061,Vanhallend1,4
2062,akhmadsoderi2,8
2063,pemudaindohebat,6
2064,soonbrid19,6
2065,Pramuditya2022,1
2066,streetlawyers85,2
2067,HanserNalle,1
2068,frans_elius,2
2069,triwantororudi,1
2070,jajankoswara,1
2071,lutungs4rung4n,4
2072,Sukmaniar1,1
2073,archabandung,5
2074,moderasikalbar,1
2075,MangattaMaryam,1
2076,Ponorogo_Berkah,25
2077,AsgarMerah,4
2078,FaisalAriss,1
2079,buyaismail,2
2080,DarusmanBt,1
2081,gurun_cacing,10
2082,SamuelFSilaen,3
2083,SangFaj63890342,1
2084,AnselMonapa,2
2085,RickyKardjono,1
2086,Sugenglento,1
2087,WismantoWahyu,3
2088,ulin_esron,3
2089,layarnews_,2
2090,BP_Kaskus,3
2091,bangkitb3rgerak,11
2092,yogidayak,7
2093,rikyadi89,2
2094,Sanusi15619509,1
2095,NadyaAmanda33,1
2096,Destianawatiy,2
2097,TheresiaRamada2,1
2098,rizkifirbani,1
2099,PDI_Perjuangan,16
2100,Iesha43401503,1
2101,hansdavidian,1
2102,BryanNuraini,1
2103,aceh_politika,2
2104,nukuhuy,1
2105,MISWAN76405927,2
2106,adhitam75,2
2107,kenanganuw,1
2108,fatner17,1
2109,violinred57,2
2110,andriatanati2,3
2111,rizalbahribsc,1
2112,waiteuarje,1
2113,SaifuddinSay,6
2114,yusuf301267,2
2115,amir_alv,6
2116,TiktikAtikah1,3
2117,SyafriGumay4,1
2118,abbynfam,53
2119,MasriEry,1
2120,Pempys2,1
2121,veroro_esra,1
2122,24Jatim,5
2123,airlangga_suara,2
2124,Sinarlampung1,3
2125,av0cuddlx,1
2126,Laju_peTang,3
2127,alboy_aboe,2
2128,KreatifsultanId,1
2129,fadjroeL,2
2130,MarzukiAliSP1,1
2131,Cah_4ng0n,1
2132,kelljoey15,1
2133,MunadarN,2
2134,NoviZahara8,1
2135,Indonesiakoe4,1
2136,Marzuki77329885,1
2137,ferdiarisandi22,1
2138,GenzReferensi,1
2139,haerurohim,3
2140,dharudndraa,1
2141,wigRahman,26
2142,ariessd_io,13
2143,AyudyahNoerani,2
2144,alexanderdrspan,2
2145,ZainalPras,1
2146,IechaNaasha,1
2147,RZelda_,57
2148,SupriadiBaderan,2
2149,venomencret,3
2150,se_azhari,5
2151,fitryall,2
2152,agbudisan,3
2153,danaal13,4
2154,njak_kaoj,1
2155,alim_alita,1
2156,Kuunwaa,1
2157,anin3N,1
2158,aditya_permanaS,1
2159,IdrisSaini,1
2160,SahabatNawa,2
2161,GerimisDiNKRI,1
2162,FarahNatanael,3
2163,zonasatunews1,20
2164,harfansahawi,1
2165,fitriani_hsb,4
2166,hajinewsonline,111
2167,admprnma_,1
2168,zakaria_hmy,3
2169,satriaherta,1
2170,NugrahaAulia15,1
2171,whysato2,5
2172,diaharmayanti1,1
2173,IrfanIb25458195,2
2174,yusriyaman74,1
2175,adriansyah1978,1
2176,NabilaDestiani3,3
2177,canshoney,1
2178,motresac,1
2179,golkar_id,28
2180,uyaboira,4
2181,Nora77695968,1
2182,Linda23415717,1
2183,AryaSap24,2
2184,nengsit97,1
2185,CucupSupriyadi,2
2186,daningsiyu,1
2187,Wisesa2024,2
2188,syukron_mamun88,1
2189,NURULZUBAIDAH21,4
2190,GusZaen3,1
2191,Nikonatif,2
2192,Aldanmalendra1,1
2193,AgilFil,1
2194,AgungHarsah,1
2195,RCendira,14
2196,LagiBeTeAjj,4
2197,TauhidYusron,27
2198,RaraLovie,1
2199,PkbTrenggalek,1
2200,RedaSaputra87,1
2201,CutFarhani1,1
2202,peIluit,1
2203,GunawanAryaPutr,4
2204,dwioktariyadi,4
2205,Iriandi19,2
2206,arsetya14,1
2207,Rusmanpasaribu1,1
2208,saputra_kas,1
2209,SatuhatiCoffee,11
2210,rezaphonna_,1
2211,Hae3155,1
2212,astipatrika,4
2213,cici_paramin,2
2214,pdemokratkotatg,17
2215,milikkenzi,3
2216,RinalDelapanen2,7
2217,ernathamrin,1
2218,AndiSap69430687,1
2219,Desember1979,1
2220,uniaisyaah,2
2221,Yusrilihza_Mhd,1
2222,Alfie569,1
2223,mara_hrp,1
2224,NapiPKS,43
2225,ISJ_Jombang,1
2226,AlyahMila,1
2227,trisnowidibagus,25
2228,pandongs,2
2229,Abdulla52844002,1
2230,GATRA_com,35
2231,garpitsatengah,1
2232,MbahDipo16,1
2233,abdeenegara93,1
2234,SayaBukanJamal,1
2235,ErjikBintoro,1
2236,pawangbanteng,23
2237,batamtoday,14
2238,GafarWara,1
2239,ChriestyanK,12
2240,FunderRei,83
2241,BebasBersuara01,1
2242,GusLawyer1,2
2243,zonapkbblitar,5
2244,PatiDemokrat,101
2245,jurnascom,71
2246,geraicemilan,1
2247,andriejalal,1
2248,Salamlestari12,2
2249,pdemokratasahan,4
2250,MoelyonovDjalil,3
2251,medianaFS,37
2252,SucindraVica,1
2253,Uchie_prabowo,1
2254,holopiscom,53
2255,BafaqihHikmah,1
2256,AzierAgam,1
2257,IndraFaizal15,1
2258,dniupdate,73
2259,emyuza1234,2
2260,GunPaizal,1
2261,Muttaqi60079046,1
2262,MilitanPD,18
2263,abunsamsul,1
2264,eddi_cetol,1
2265,jhonranau,1
2266,ABagas62650394,1
2267,EmHasanuddin,5
2268,dndtirani,147
2269,Thou_Pick,1
2270,LSPIATKI4,3
2271,ipulberunjai,2
2272,officialliputan,19
2273,suaraindonews_,17
