,date,username,tweet
117,2023-05-30 15:16:53+00:00,alexander_sakti,"@VIVAcoid Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
118,2023-05-30 15:16:44+00:00,sinerimzulk86,@KompasTV Karena saya tidak pernah milih pak jokowi jdi ga merasa punya beban moril atas apa yg d lakukan. Biarlah… https://t.co/L96Sk4BvxQ
119,2023-05-30 15:16:17+00:00,alexander_sakti,"@Demokrat_TV Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
120,2023-05-30 15:16:01+00:00,alexander_sakti,"@DedyPitopang @JhonniSinaga20 Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
121,2023-05-30 15:15:37+00:00,alexander_sakti,"@geloraco Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
122,2023-05-30 15:15:23+00:00,alexander_sakti,"@RamliRizal Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
123,2023-05-30 15:14:11+00:00,alexander_sakti,"@Demokrat_TV Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
124,2023-05-30 15:13:52+00:00,alexander_sakti,"@OposisiCerdas Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
125,2023-05-30 15:13:38+00:00,alexander_sakti,"@BennyHarmanID Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
126,2023-05-30 15:13:10+00:00,alexander_sakti,"@giginpraginanto Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
127,2023-05-30 15:13:03+00:00,nurhid010644,"RT @PutraErlangga95: Hii tweps mari kita polling lagi okey,
Kalau Pilpres 2024 ada Tiga Capres maka anda akan pilih?

Setelah vote jangan l…"
128,2023-05-30 15:12:53+00:00,alexander_sakti,"@geloraco Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
129,2023-05-30 15:12:45+00:00,alexander_sakti,"@ajengcute16__ Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
130,2023-05-30 15:12:37+00:00,alexander_sakti,"@ganjarpranowo Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
131,2023-05-30 15:12:25+00:00,alexander_sakti,"@Mdy_Asmara1701 Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
132,2023-05-30 15:12:15+00:00,alexander_sakti,"@YanHarahap Mendukung yohanies sama dengan ingin pilpres 2024 terselenggara dgn brutal.
Bukti: pilkada DKI 2017."
133,2023-05-30 15:07:06+00:00,ra79828002,"@KompasTV Jadi bapak fikir selain pilpres 2024 nggak krusial??? Ada 2019, 2014, 2009, dst...
Bapak nggak ngerti dem… https://t.co/IXJaIPieOl"
134,2023-05-30 15:03:25+00:00,AndreasBayuSapu,Ridwan Kamil yang ditugasi sebagai Wakil Ketua Umum Golkar Bidang Penggalangan Pemilih dan co-chair Badan Pemenanga… https://t.co/d9s5EioUS5
135,2023-05-30 15:03:23+00:00,baiquelah,Ridwan Kamil yang ditugasi sebagai Wakil Ketua Umum Golkar Bidang Penggalangan Pemilih dan co-chair Badan Pemenanga… https://t.co/PaOs7zGVtZ
136,2023-05-30 15:00:45+00:00,AryantoDwisapu1,@tifsembiring Kita liat aja nanti di pilpres apakah anies bisa menang??? Kalo anies ga menang  berarti yg menang GANJAR PRANOWO.
137,2023-05-30 14:58:36+00:00,hi_ikan_peda,@Chaves1305 Iya kalo ngak ada jokowi dan bu mega yg rangkul prabowo dari halu nya karna karena pilpres pasti uda gi… https://t.co/jLongc2lVj
138,2023-05-30 14:57:38+00:00,M_Ikhsan_Hattu,"RT @PutraErlangga95: Hii tweps mari kita polling lagi okey,
Kalau Pilpres 2024 ada Tiga Capres maka anda akan pilih?

Setelah vote jangan l…"
139,2023-05-30 14:57:12+00:00,visiau,"RT @Sinyo_Joelunar: @BosPurwa Mau seperti apa presiden bersikap pada Pilpres 2024, tetap Allah yang akan memberikan pemimpin terbaik untuk…"
140,2023-05-30 14:52:39+00:00,zulfadli777,@Gannhatma @mangunsong63 @Miduk17 @Syarman59 Mata dan telinga tolong dibuka lebar2 boss.. Junjungan lhu jelas dan N… https://t.co/28AEhX47MD
